"Notes"	"Census Region"	"Census Region Code"	"State"	"State Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Drug/Alcohol Induced Cause"	"Drug/Alcohol Induced Cause Code"	Deaths	Population	Crude Rate
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"25-34 years"	"25-34"	"All other non-drug and non-alcohol causes"	"O9"	17334	17950795	96.6
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	4126	17246693	23.9
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	589	17246693	3.4
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	355	17246693	2.1
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"35-44 years"	"35-44"	"All other drug-induced causes"	"D9"	264	17246693	1.5
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"35-44 years"	"35-44"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	261	17246693	1.5
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"35-44 years"	"35-44"	"All other alcohol-induced causes"	"A9"	2417	17246693	14.0
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"35-44 years"	"35-44"	"All other non-drug and non-alcohol causes"	"O9"	27034	17246693	156.7
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	4433	16460004	26.9
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	806	16460004	4.9
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	480	16460004	2.9
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"45-54 years"	"45-54"	"All other drug-induced causes"	"D9"	328	16460004	2.0
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"45-54 years"	"45-54"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	368	16460004	2.2
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"45-54 years"	"45-54"	"All other alcohol-induced causes"	"A9"	4931	16460004	30.0
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"45-54 years"	"45-54"	"All other non-drug and non-alcohol causes"	"O9"	58749	16460004	356.9
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	2439	14252428	17.1
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	589	14252428	4.1
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	276	14252428	1.9
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"55-64 years"	"55-64"	"All other drug-induced causes"	"D9"	241	14252428	1.7
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"55-64 years"	"55-64"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	217	14252428	1.5
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"55-64 years"	"55-64"	"All other alcohol-induced causes"	"A9"	5111	14252428	35.9
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"55-64 years"	"55-64"	"All other non-drug and non-alcohol causes"	"O9"	112971	14252428	792.6
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"65-74 years"	"65-74"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	519	10772287	4.8
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"65-74 years"	"65-74"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	279	10772287	2.6
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"65-74 years"	"65-74"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	112	10772287	1.0
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"65-74 years"	"65-74"	"All other drug-induced causes"	"D9"	88	10772287	0.8
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"65-74 years"	"65-74"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	88	10772287	0.8
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"65-74 years"	"65-74"	"All other alcohol-induced causes"	"A9"	2745	10772287	25.5
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"65-74 years"	"65-74"	"All other non-drug and non-alcohol causes"	"O9"	181868	10772287	1688.3
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"75-84 years"	"75-84"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	122	6181988	2.0
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"75-84 years"	"75-84"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	140	6181988	2.3
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"75-84 years"	"75-84"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	43	6181988	0.7
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"75-84 years"	"75-84"	"All other drug-induced causes"	"D9"	98	6181988	1.6
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"75-84 years"	"75-84"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	22	6181988	0.4
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"75-84 years"	"75-84"	"All other alcohol-induced causes"	"A9"	934	6181988	15.1
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"75-84 years"	"75-84"	"All other non-drug and non-alcohol causes"	"O9"	265537	6181988	4295.3
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"85+ years"	"85+"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	50	2151497	2.3
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"85+ years"	"85+"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	48	2151497	2.2
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"85+ years"	"85+"	"All other drug-induced causes"	"D9"	71	2151497	3.3
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"85+ years"	"85+"	"All other alcohol-induced causes"	"A9"	185	2151497	8.6
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"85+ years"	"85+"	"All other non-drug and non-alcohol causes"	"O9"	279690	2151497	12999.8
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"Not Stated"	"NS"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	21	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Arizona"	"04"	"Not Stated"	"NS"	"All other non-drug and non-alcohol causes"	"O9"	559	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"< 1 year"	"1"	"All other non-drug and non-alcohol causes"	"O9"	7835	1388118	564.4
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"1-4 years"	"1-4"	"All other non-drug and non-alcohol causes"	"O9"	1398	5538177	25.2
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"5-14 years"	"5-14"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	11	14026313	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"5-14 years"	"5-14"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	19	14026313	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"5-14 years"	"5-14"	"All other non-drug and non-alcohol causes"	"O9"	2009	14026313	14.3
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"15-24 years"	"15-24"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1009	14470024	7.0
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"15-24 years"	"15-24"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	175	14470024	1.2
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"15-24 years"	"15-24"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	79	14470024	0.5
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"15-24 years"	"15-24"	"All other drug-induced causes"	"D9"	27	14470024	0.2
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"15-24 years"	"15-24"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	57	14470024	0.4
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"15-24 years"	"15-24"	"All other alcohol-induced causes"	"A9"	44	14470024	0.3
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"15-24 years"	"15-24"	"All other non-drug and non-alcohol causes"	"O9"	9211	14470024	63.7
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	2537	15617000	16.2
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	346	15617000	2.2
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	216	15617000	1.4
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"25-34 years"	"25-34"	"All other drug-induced causes"	"D9"	70	15617000	0.4
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"25-34 years"	"25-34"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	131	15617000	0.8
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"25-34 years"	"25-34"	"All other alcohol-induced causes"	"A9"	713	15617000	4.6
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"25-34 years"	"25-34"	"All other non-drug and non-alcohol causes"	"O9"	11726	15617000	75.1
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	2716	15246632	17.8
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	586	15246632	3.8
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	326	15246632	2.1
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"35-44 years"	"35-44"	"All other drug-induced causes"	"D9"	104	15246632	0.7
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"35-44 years"	"35-44"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	197	15246632	1.3
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"35-44 years"	"35-44"	"All other alcohol-induced causes"	"A9"	2105	15246632	13.8
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"35-44 years"	"35-44"	"All other non-drug and non-alcohol causes"	"O9"	19141	15246632	125.5
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	2820	14706874	19.2
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	765	14706874	5.2
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	339	14706874	2.3
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"45-54 years"	"45-54"	"All other drug-induced causes"	"D9"	126	14706874	0.9
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"45-54 years"	"45-54"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	307	14706874	2.1
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"45-54 years"	"45-54"	"All other alcohol-induced causes"	"A9"	4426	14706874	30.1
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"45-54 years"	"45-54"	"All other non-drug and non-alcohol causes"	"O9"	41486	14706874	282.1
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	1503	11586052	13.0
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	516	11586052	4.5
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	136	11586052	1.2
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"55-64 years"	"55-64"	"All other drug-induced causes"	"D9"	86	11586052	0.7
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"55-64 years"	"55-64"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	177	11586052	1.5
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"55-64 years"	"55-64"	"All other alcohol-induced causes"	"A9"	4140	11586052	35.7
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"55-64 years"	"55-64"	"All other non-drug and non-alcohol causes"	"O9"	76372	11586052	659.2
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"65-74 years"	"65-74"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	338	6931124	4.9
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"65-74 years"	"65-74"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	197	6931124	2.8
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"65-74 years"	"65-74"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	41	6931124	0.6
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"65-74 years"	"65-74"	"All other drug-induced causes"	"D9"	51	6931124	0.7
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"65-74 years"	"65-74"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	41	6931124	0.6
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"65-74 years"	"65-74"	"All other alcohol-induced causes"	"A9"	1747	6931124	25.2
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"65-74 years"	"65-74"	"All other non-drug and non-alcohol causes"	"O9"	110135	6931124	1589.0
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"75-84 years"	"75-84"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	101	3643834	2.8
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"75-84 years"	"75-84"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	85	3643834	2.3
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"75-84 years"	"75-84"	"All other drug-induced causes"	"D9"	42	3643834	1.2
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"75-84 years"	"75-84"	"All other alcohol-induced causes"	"A9"	580	3643834	15.9
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"75-84 years"	"75-84"	"All other non-drug and non-alcohol causes"	"O9"	166372	3643834	4565.9
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"85+ years"	"85+"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	51	1427453	3.6
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"85+ years"	"85+"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	41	1427453	2.9
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"85+ years"	"85+"	"All other drug-induced causes"	"D9"	18	1427453	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"85+ years"	"85+"	"All other alcohol-induced causes"	"A9"	124	1427453	8.7
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"85+ years"	"85+"	"All other non-drug and non-alcohol causes"	"O9"	201224	1427453	14096.7
	"Census Region 4: West"	"CENS-R4"	"Colorado"	"08"	"Not Stated"	"NS"	"All other non-drug and non-alcohol causes"	"O9"	30	Not Applicable	Not Applicable
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"< 1 year"	"1"	"All other non-drug and non-alcohol causes"	"O9"	2718	470653	577.5
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"1-4 years"	"1-4"	"All other non-drug and non-alcohol causes"	"O9"	536	1886450	28.4
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"5-14 years"	"5-14"	"All other non-drug and non-alcohol causes"	"O9"	849	4840130	17.5
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"15-24 years"	"15-24"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	220	4685919	4.7
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"15-24 years"	"15-24"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	34	4685919	0.7
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"15-24 years"	"15-24"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	16	4685919	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"15-24 years"	"15-24"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	12	4685919	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"15-24 years"	"15-24"	"All other non-drug and non-alcohol causes"	"O9"	3241	4685919	69.2
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	458	4209302	10.9
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	77	4209302	1.8
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	76	4209302	1.8
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"25-34 years"	"25-34"	"All other drug-induced causes"	"D9"	12	4209302	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"25-34 years"	"25-34"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	19	4209302	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"25-34 years"	"25-34"	"All other alcohol-induced causes"	"A9"	86	4209302	2.0
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"25-34 years"	"25-34"	"All other non-drug and non-alcohol causes"	"O9"	3324	4209302	79.0
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	565	4147445	13.6
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	173	4147445	4.2
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"35-44 years"	"35-44"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	121	4147445	2.9
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"35-44 years"	"35-44"	"All other drug-induced causes"	"D9"	24	4147445	0.6
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"35-44 years"	"35-44"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	25	4147445	0.6
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"35-44 years"	"35-44"	"All other alcohol-induced causes"	"A9"	376	4147445	9.1
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"35-44 years"	"35-44"	"All other non-drug and non-alcohol causes"	"O9"	5692	4147445	137.2
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	611	4115107	14.8
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	178	4115107	4.3
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"45-54 years"	"45-54"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	138	4115107	3.4
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"45-54 years"	"45-54"	"All other drug-induced causes"	"D9"	39	4115107	0.9
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"45-54 years"	"45-54"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	41	4115107	1.0
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"45-54 years"	"45-54"	"All other alcohol-induced causes"	"A9"	962	4115107	23.4
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"45-54 years"	"45-54"	"All other non-drug and non-alcohol causes"	"O9"	12713	4115107	308.9
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	316	3524519	9.0
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	117	3524519	3.3
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"55-64 years"	"55-64"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	64	3524519	1.8
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"55-64 years"	"55-64"	"All other drug-induced causes"	"D9"	64	3524519	1.8
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"55-64 years"	"55-64"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	35	3524519	1.0
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"55-64 years"	"55-64"	"All other alcohol-induced causes"	"A9"	1173	3524519	33.3
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"55-64 years"	"55-64"	"All other non-drug and non-alcohol causes"	"O9"	25481	3524519	723.0
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"65-74 years"	"65-74"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	85	2375430	3.6
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"65-74 years"	"65-74"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	43	2375430	1.8
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"65-74 years"	"65-74"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	13	2375430	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"65-74 years"	"65-74"	"All other drug-induced causes"	"D9"	20	2375430	0.8
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"65-74 years"	"65-74"	"All other alcohol-induced causes"	"A9"	651	2375430	27.4
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"65-74 years"	"65-74"	"All other non-drug and non-alcohol causes"	"O9"	41378	2375430	1741.9
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"75-84 years"	"75-84"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	39	1307846	3.0
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"75-84 years"	"75-84"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	13	1307846	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"75-84 years"	"75-84"	"All other drug-induced causes"	"D9"	37	1307846	2.8
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"75-84 years"	"75-84"	"All other alcohol-induced causes"	"A9"	243	1307846	18.6
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"75-84 years"	"75-84"	"All other non-drug and non-alcohol causes"	"O9"	63683	1307846	4869.3
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"85+ years"	"85+"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	19	504297	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"85+ years"	"85+"	"All other drug-induced causes"	"D9"	19	504297	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"85+ years"	"85+"	"All other alcohol-induced causes"	"A9"	48	504297	9.5
	"Census Region 4: West"	"CENS-R4"	"Idaho"	"16"	"85+ years"	"85+"	"All other non-drug and non-alcohol causes"	"O9"	75943	504297	15059.2
	"Census Region 4: West"	"CENS-R4"	"Montana"	"30"	"< 1 year"	"1"	"All other non-drug and non-alcohol causes"	"O9"	1487	247946	599.7
	"Census Region 4: West"	"CENS-R4"	"Montana"	"30"	"1-4 years"	"1-4"	"All other non-drug and non-alcohol causes"	"O9"	322	998593	32.2
	"Census Region 4: West"	"CENS-R4"	"Montana"	"30"	"5-14 years"	"5-14"	"All other non-drug and non-alcohol causes"	"O9"	537	2633566	20.4
	"Census Region 4: West"	"CENS-R4"	"Montana"	"30"	"15-24 years"	"15-24"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	119	2869577	4.1
	"Census Region 4: West"	"CENS-R4"	"Montana"	"30"	"15-24 years"	"15-24"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	35	2869577	1.2
	"Census Region 4: West"	"CENS-R4"	"Montana"	"30"	"15-24 years"	"15-24"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	25	2869577	0.9
	"Census Region 4: West"	"CENS-R4"	"Montana"	"30"	"15-24 years"	"15-24"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	15	2869577	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Montana"	"30"	"15-24 years"	"15-24"	"All other alcohol-induced causes"	"A9"	17	2869577	Unreliable
	"Census Region 4: West"	"CENS-R4"	"Montana"	"30"	"15-24 years"	"15-24"	"All other non-drug and non-alcohol causes"	"O9"	2534	2869577	88.3
	"Census Region 4: West"	"CENS-R4"	"Montana"	"30"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Unintentional (X40-X44)"	"D1"	273	2481279	11.0
	"Census Region 4: West"	"CENS-R4"	"Montana"	"30"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Suicide (X60-X64)"	"D2"	61	2481279	2.5
	"Census Region 4: West"	"CENS-R4"	"Montana"	"30"	"25-34 years"	"25-34"	"Drug poisonings (overdose) Undetermined (Y10-Y14)"	"D4"	70	2481279	2.8
	"Census Region 4: West"	"CENS-R4"	"Montana"	"30"	"25-34 years"	"25-34"	"All other drug-induced causes"	"D9"	34	2481279	1.4
	"Census Region 4: West"	"CENS-R4"	"Montana"	"30"	"25-34 years"	"25-34"	"Alcohol poisonings (overdose) (X45, X65, Y15)"	"A1"	24	2481279	1.0
	"Census Region 4: West"	"CENS-R4"	"Montana"	"30"	"25-34 years"	"25-34"	"All other alcohol-induced causes"	"A9"	122	2481279	4.9
